Crash Number,City/Town Name,Crash Date,Crash Time,Crash Severity,Number of Vehicles,Total Nonfatal Injuries,Total Fatal Injuries,Manner of Collision,Vehicle Action Prior to Crash,Vehicle Travel Directions,Most Harmful Events,Vehicle Configuration,Road Surface Condition,Ambient Light,Weather Condition,At Roadway Intersection,Distance from Nearest Roadway Intersection,Distance from Nearest Milemarker,Distance from Nearest Exit,Distance from Nearest Landmark,Non Motorist Type,X Coordinate,Y Coordinate
3620353,BOSTON,17-Oct-2013,9:53 AM,Property damage only (none injured),3,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic / V3:Travelling straight ahead,V1:Southbound / V2:Southbound / V3:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V3:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,,Rte 93 S / UNKNOWN,,Exit 24 on Rte 93 S,,,236397.1933,901565.6511
3700532,BOSTON (BRIGHTON),17-Oct-2013,10:46 AM,Not Reported,2,0,0,Rear-end,V1: Turning left / V2:Travelling straight ahead,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Not reported ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear/Cloudy,CAMBRIDGE STREET / SOLDIERS FIELD ROAD,,,,,,231497.2189,901228.0458
3733436,BOSTON (ROXBURY),17-Oct-2013,12:05 PM,Not Reported,1,0,0,Single vehicle crash,V1: Turning left,V1:Not reported ,V1: Unknown ,V1: Passenger car,Dry,Dark - lighted roadway,Clear/Clear,COLUMBUS AVENUE / CAPEN STREET / CEDAR STREET,,,,,P2:Pedestrian,233215.9375,897596.6876
3676242,BOSTON (ROXBURY),17-Oct-2013,4:30 PM,Non-fatal injury,1,1,0,Single vehicle crash,V1: Not reported,V1:Not reported ,V1: Not reported ,V1: Passenger car,Dry,Daylight,Clear,MASSACHUSETTS AVENUE / THEODORE GLYNN WAY,,,,,P2:Pedestrian,235453.8439,897848.8752
3626666,BOSTON,17-Oct-2013,5:11 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Dark - lighted roadway,Not Reported,,Rte 93 S,,Exit 23 on Rte 93 S,,,236856.2793,901152.8251
3641148,BOSTON,17-Oct-2013,5:15 PM,Non-fatal injury,2,1,0,Rear-end,V1: Slowing or stopped in traffic / V2:Travelling straight ahead,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Cloudy,,FRONTAGE ROAD Rte UNKNOW N / 400,,,,,236044.5116,899066.2647
3626667,BOSTON,17-Oct-2013,5:56 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Other ,V1: Passenger car / V2:Passenger car,Dry,Dark - lighted roadway,Not Reported,,Rte 93 S,,Exit 23 on Rte 93 S,,,236856.2793,901152.8251
3715646,BOSTON,17-Oct-2013,6:10 PM,Non-fatal injury,1,1,0,Head-on,V1: Travelling straight ahead,V1:Not reported ,V1: Collision with pedestrian ,V1: Passenger car,Dry,Dawn,Clear/Clear,MARKET STREET / ARLINGTON STREET,,,,,"P2:Pedalcyclist (bicycle, tricycle, unicycle, pedal car)",228678.7655,900185.4999
3647294,BOSTON,17-Oct-2013,6:16 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Slowing or stopped in traffic,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Dark - lighted roadway,Clear,,Rte 93 N,,Exit 15 on Rte 93 N,,,236972.2496,896473.4282
3611469,BOSTON,17-Oct-2013,6:42 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Slowing or stopped in traffic,V1:Eastbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Dry,Dark - lighted roadway,Cloudy,,Rte 90 E / UNKNOWN Rte TED WI,,,BOAT SECTION,,236679.5911,899691.6454
3626668,BOSTON,17-Oct-2013,6:49 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Dusk,Clear,,LEVERETT CONNECTOR SOUTH / INTERSTATE 93 Rte 93 S,,,,,234837.7625,903636.3813
3646024,BOSTON,17-Oct-2013,7:23 PM,Property damage only (none injured),1,0,0,Angle,V1: Travelling straight ahead,V1:Westbound ,V1: Collision with pedestrian ,V1: Passenger car,Dry,Dark - lighted roadway,Clear,,41 feet N from Intersection MORTON STREET Rte 203 W / UNNAMED ROAD,,,RHOADES ST,P2:Pedestrian,233581.0908,892812.8539
3616772,BOSTON,17-Oct-2013,8:00 PM,Non-fatal injury,1,1,0,Single vehicle crash,V1: Turning left,V1:Eastbound ,V1: Collision with tree ,V1: Passenger car,Dry,Dark - lighted roadway,Clear,,1605 SOLDIERS FIELD ROAD,,,,,228835.1493,901152.4072
3616773,BOSTON,17-Oct-2013,9:29 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Slowing or stopped in traffic,V1:Eastbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Dark - lighted roadway,Clear,,SOLDIERS FIELD ROAD / RAMP - WESTERN AVE TO SOLDIERS FIELD RD,,,DOUBLE TREE HOTEL,,231478.4481,900933.0084
3655444,BOSTON,18-Oct-2013,1:00 AM,Property damage only (none injured),2,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Dark - lighted roadway,Clear,,WILLIAM T MORRISSEY BOULEVARD,,,,,,
3620354,BOSTON,18-Oct-2013,1:44 AM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Turning left,V1:Eastbound ,V1: Collision with guardrail ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Wet,Dark - lighted roadway,Cloudy,FRONTAGE ROAD / MASSACHUSETTS AVENUE CONNECTOR / RAMP - FRONTAGE ROAD TO RT 93 NB,,,,MASS AVE CONN,,235865.0173,898419.1854
3656750,BOSTON,18-Oct-2013,2:04 AM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Tractor/semi-trailer,Wet,Dark - lighted roadway,Cloudy/Rain,,GENERAL CASIMIR PULASKI SKYWAY Rte 93 N / COLUMBIA ROAD,,Exit 15 on Rte 93 N,,,236787.0013,896862.7653
3656751,BOSTON,18-Oct-2013,5:29 AM,Property damage only (none injured),3,0,0,Rear-end,V1: Travelling straight ahead / V2:Slowing or stopped in traffic / V3:Slowing or stopped in traffic,V1:Northbound / V2:Northbound / V3:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V3:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Dark - lighted roadway,Cloudy,,Rte 93 N,,Exit 15 on Rte 93 N,,,236972.2496,896473.4282
3655800,BOSTON,18-Oct-2013,7:43 AM,Property damage only (none injured),2,0,0,Rear-end,V1: Not reported / V2:Travelling straight ahead,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Tractor/semi-trailer,Dry,Daylight,Clear,,Rte 93 N,,Exit 14 on Rte 93 N,,,237258.9796,894483.3974
3656634,BOSTON,18-Oct-2013,8:32 AM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,,Rte 93 S / UNKNOWN,,Exit 14 on Rte 93 S,,,237239.2727,894476.3088
3636931,BOSTON,18-Oct-2013,8:59 AM,Non-fatal injury,1,1,0,Single vehicle crash,V1: Turning left,V1:Southbound ,V1: Collision with pedestrian ,V1: Passenger car,Dry,Daylight,Clear/Clear,HARRISON AVENUE / KNEELAND STREET,,,,,P2:Pedestrian,236124.2014,900108.9933
3656752,BOSTON,18-Oct-2013,11:32 AM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Travelling straight ahead / V2:Changing lanes,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Single-unit truck (2-axle, 6-tire)",Dry,Daylight,Clear,,WILLIAM T MORRISSEY BOULEVARD / RAMP - RT 3A NB TO RT 93 NB,,,,,237747.8748,893032.2598
3636932,BOSTON,18-Oct-2013,12:12 PM,Not Reported,2,0,0,Unknown,V1: Not reported / V2:Not reported,V1:Not reported / V2:Not reported ,V1: Not reported / V2: Not reported ,V1: Unknown vehicle configuration / V2:Unknown vehicle configuration,Wet,Dark - lighted roadway,Rain,,100 WARRENTON STREET,,,,,235759.203,900079.1732
3720918,BOSTON,18-Oct-2013,2:48 PM,Property damage only (none injured),1,0,0,Angle,V1: Turning right,V1:Not reported ,"V1: Collision with cyclist (bicycle, tricycle, unicycle, pedal car) ",V1: Passenger car,Not reported,Daylight,Clear,ADAMS STREET / WHITTEN STREET,,,,,"P3:Pedalcyclist (bicycle, tricycle, unicycle, pedal car)",236538.9373,893817.25
3647296,BOSTON,18-Oct-2013,3:54 PM,Property damage only (none injured),4,0,0,Rear-end,V1: Travelling straight ahead / V2:Travelling straight ahead / V3:Travelling straight ahead / V4:Not reported,V1:Northbound / V2:Northbound / V3:Northbound / V4:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic / V4: Not reported ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car / V3:Passenger car / V4:Passenger car",Dry,Daylight,Clear,,Rte 93 N,,Exit 13 on Rte 93 N,,,237420.1414,894076.5227
3623214,BOSTON,18-Oct-2013,5:15 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Travelling straight ahead,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,,LEVERETT CONNECTOR NORTH / INTERSTATE 93 Rte 93 N,,,RAMP SN,,234803.1916,903365.6194
3620355,BOSTON,18-Oct-2013,6:00 PM,Property damage only (none injured),2,0,0,Angle,V1: Travelling straight ahead / V2:Turning right,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Dry,Daylight,Clear,,Rte 93 N / UNKNOWN,,Exit 26 on Rte 93 N,,,236402.7433,901600.0342
3640434,BOSTON (HYDE PARK),18-Oct-2013,6:00 PM,Property damage only (none injured),2,0,0,Not reported,V1: Parked / V2:Backing,V1:Not reported / V2:Not reported ,V1: Collision with parked motor vehicle / V2: Collision with parked motor vehicle ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Not reported,Not reported,Not Reported,WINTHROP STREET / RIVER STREET,,,,,,231333.4533,889665.4999
3658511,BOSTON,18-Oct-2013,6:04 PM,Property damage only (none injured),3,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Travelling straight ahead / V3:Travelling straight ahead,V1:Not reported / V2:Eastbound / V3:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V3:Passenger car",Dry,Dark - lighted roadway,Clear,,SOLDIERS FIELD ROAD / WESTERN AVENUE,,,,,231463.2281,901589.1256
3752532,BOSTON,18-Oct-2013,6:28 PM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Turning left,V1:Southbound ,V1: Collision with pedestrian ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Dark - lighted roadway,Clear/Clear,WALTHAM STREET / HARRISON AVENUE,,,,,P2:Pedestrian,235616.0624,899014.8124
3720917,BOSTON (DORCHESTER),18-Oct-2013,8:33 PM,Non-fatal injury,2,1,0,"Sideswipe, same direction",V1: Parked / V2:Travelling straight ahead,V1:Not reported / V2:Not reported ,V1: Not reported / V2: Not reported ,V1: Passenger car / V2:Passenger car,Dry,Dark - lighted roadway,Clear/Clear,,415 GENEVA AVENUE,,,,,235715.8166,894559.4493
3611050,BOSTON,19-Oct-2013,1:56 AM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Westbound ,V1: Reported but invalid ,V1: Passenger car,Dry,Dark - lighted roadway,Clear,,MORTON STREET Rte 203 W / CANTERBURY STREET,,,,,233305.2753,893668.6825
3655441,BOSTON,19-Oct-2013,8:55 AM,Property damage only (none injured),2,0,0,Head-on,V1: Turning right / V2:Entering traffic lane,V1:Westbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,,WILLIAM T MORRISSEY BOULEVARD Rte UNKNOW / VICTORY ROAD,,,,,237177.5626,894270.7499
3623332,BOSTON,19-Oct-2013,10:07 AM,Property damage only (none injured),3,0,0,Rear-end,V1: Travelling straight ahead / V2:Travelling straight ahead / V3:Changing lanes,V1:Northbound / V2:Northbound / V3:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Not reported ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car / V3:Motorcycle",Dry,Daylight,Clear,,620 VETERANS OF FOREIGN WARS PARKWAY / 620 INDEPENDENCE DRIVE,,,,,228087.3207,893870.0117
3655801,BOSTON,19-Oct-2013,10:43 AM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Not reported,V1:Southbound / V2:Not reported ,V1: Collision with motor vehicle in traffic / V2: Not reported ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,,Rte 93 S,,Exit 13 on Rte 93,,,237399.8866,894072.472
3655442,BOSTON,19-Oct-2013,12:02 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Dry,Daylight,Clear,,Rte 93 S / UNKNOWN,,Exit 15 on Rte 93 S,,,236629.6253,897168.5001
3655417,BOSTON,19-Oct-2013,12:44 PM,Non-fatal injury,3,2,0,Rear-end,V1: Travelling straight ahead / V2:Travelling straight ahead / V3:Slowing or stopped in traffic,V1:Southbound / V2:Southbound / V3:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V3:Passenger car",Dry,Daylight,Clear,,Rte 93 S / UNKNOWN,,Exit 15 on Rte 93 S,,,236629.6253,897168.5001
3647297,BOSTON,19-Oct-2013,3:10 PM,Non-fatal injury,1,2,0,Single vehicle crash,V1: Travelling straight ahead,V1:Southbound ,V1: Collision with light pole or other post/support ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Cloudy,,125 feet S from Intersection WILLIAM T MORRISSEY BOULEVARD / FREEPORT STREET,,,NEAR SHELL GAS STATION,,237138.8421,894543.2207
3647298,BOSTON,19-Oct-2013,3:49 PM,Property damage only (none injured),2,0,0,Angle,V1: Travelling straight ahead / V2:Turning left,V1:Northbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Cloudy,,WILLIAM DAY BOULEVARD / SHORE ROAD,,,,,239395.4063,898705.3125
3635975,BOSTON,19-Oct-2013,5:10 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Travelling straight ahead,V1:Westbound / V2:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Dry,Daylight,Clear,,Rte 90 W / UNKNOWN,,Exit 20 on Rte 90 W,,,231452.5043,900558.3731
3712405,BOSTON,19-Oct-2013,6:10 PM,Non-fatal injury,1,1,0,Head-on,V1: Turning right,V1:Eastbound ,V1: Collision with motor vehicle in traffic ,V1: Passenger car,Dry,Dark - lighted roadway,Clear,,NONANTUM ROAD Rte UNKNOW / BROOKS STREET,,,,"P1:Pedalcyclist (bicycle, tricycle, unicycle, pedal car)",227893.8746,900926.2354
3611037,BOSTON,19-Oct-2013,8:16 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Slowing or stopped in traffic,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Dark - roadway not lighted,Cloudy,,FRONTAGE ROAD Rte UNKNOW S / SOUTHAMPTON STREET,,,,,236246.0308,897831.0996
3676239,BOSTON (DORCHESTER),19-Oct-2013,10:30 PM,Non-fatal injury,2,2,0,Rear-end,V1: Slowing or stopped in traffic / V2:Travelling straight ahead,V1:Southbound / V2:Southbound ,"V1: Collision with motor vehicle in traffic / V2: Collision with other fixed object (wall, building, tunnel, etc.) ",V1: Passenger car / V2:Passenger car,Dry,Dark - lighted roadway,Clear,WASHINGTON STREET / MELVILLE AVENUE,,,,,,235306.5415,893734.2072
3651450,BOSTON,19-Oct-2013,11:00 PM,Non-fatal injury,2,2,0,Rear-end,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Dark - lighted roadway,Clear,,CALLAHAN TUNNEL / RAMP - NORTH STREET TO CALLAHAN TUNNEL,,,,,237365.1444,902011.1632
3626669,BOSTON,20-Oct-2013,1:40 AM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Slowing or stopped in traffic,V1:Eastbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Dark - lighted roadway,Not Reported,MASSACHUSETTS TURNPIKE Rte 90 E / ALLSTON TOLL PLAZA,,,Exit 19 on Rte 90 E,,,230714.5625,900764.5627
3611470,BOSTON,20-Oct-2013,4:35 AM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Changing lanes,V1:Northbound ,V1: Collision with motor vehicle in traffic ,V1: Passenger car,Dry,Dark - lighted roadway,Clear,JOHN F FITZGERALD EXPRESSWAY Rte 3 N / RAMP - SEAPORT BOULEVARD TO RT 93 NB,,,,RAMP RT,,236908.0233,901093.5329
3611126,BOSTON,20-Oct-2013,4:40 AM,Not Reported,1,0,0,Single vehicle crash,V1: Not reported,V1:Not reported ,V1: Not reported ,V1: Passenger car,Dry,Dark - lighted roadway,Clear,,Rte 93,,Exit 11 on Rte 93,,,237076.8671,891681.5326
3657506,BOSTON,20-Oct-2013,11:30 AM,Property damage only (none injured),3,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Travelling straight ahead / V3:Travelling straight ahead,V1:Northbound / V2:Northbound / V3:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car / V3:Passenger car,Dry,Daylight,Clear,,Rte 93 N / UNKNOWN,,Exit 13 on Rte 93 N,,,237420.1414,894076.5227
3655805,BOSTON,20-Oct-2013,1:32 PM,Non-fatal injury,5,3,0,Rear-end,V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic / V3:Slowing or stopped in traffic / V4:Travelling straight ahead / V5:Not reported,V1:Northbound / V2:Northbound / V3:Northbound / V4:Northbound / V5:Not reported ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic / V4: Collision with motor vehicle in traffic / V5: Not reported ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V3:Passenger car / V4:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V5:Passenger car",Dry,Daylight,Clear,,Rte 93 N,,Exit 11 on Rte 93,,,237094.7253,891674.8051
3647299,BOSTON,20-Oct-2013,6:39 PM,Property damage only (none injured),3,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic / V3:Travelling straight ahead,V1:Southbound / V2:Southbound / V3:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V3:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Dark - lighted roadway,Clear,JOHN F FITZGERALD EXPRESSWAY Rte 93 S / RAMP - COLUMBIA RD TO RT 93 SB,,,,,,236956.3473,896468.511
3655418,BOSTON,21-Oct-2013,10:48 AM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,NEPONSET AVENUE Rte 3A N / WILLIAM T MORRISSEY BOULEVARD,,,,,,237753.7034,892977.1251
3641416,BOSTON,21-Oct-2013,3:10 PM,Non-fatal injury,2,1,0,Angle,V1: Changing lanes / V2:Travelling straight ahead,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Truck/trailer / V2:Passenger car,Dry,Daylight,Clear/Cloudy,,Rte 93 N,,Exit 26 on Rte 93 N,,,236402.7433,901600.0342
3708382,BOSTON (HYDE PARK),21-Oct-2013,4:32 PM,Not Reported,2,0,0,Angle,V1: Not reported / V2:Not reported,V1:Not reported / V2:Not reported ,V1: Not reported / V2: Not reported ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,CUMMINS HIGHWAY / HYDE PARK AVENUE,,,,,,231428.7354,892236.6369
3647652,BOSTON,21-Oct-2013,5:03 PM,Property damage only (none injured),4,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Travelling straight ahead / V3:Other / V4:Slowing or stopped in traffic,V1:Northbound / V2:Northbound / V3:Northbound / V4:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with other movable object / V4: Collision with other movable object ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V3:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V4:Passenger car",Dry,Dusk,Not Reported,,Rte 93 N,,Exit 13 on Rte 93 N,,,237420.1414,894076.5227
3640536,BOSTON (DORCHESTER),21-Oct-2013,10:19 PM,Not Reported,2,0,0,Unknown,V1: Not reported / V2:Not reported,V1:Not reported / V2:Not reported ,V1: Not reported / V2: Not reported ,V1: Passenger car / V2:Passenger car,Wet,Dark - lighted roadway,Rain,,1208 DORCHESTER AVENUE,,,,,236436.9878,895516.62
3956484,BOSTON (DORCHESTER),22-Oct-2013,00:00 AM,Not Reported,4,0,0,Not reported,V1: Not reported / V2:Parked / V3:Parked / V4:Parked,V1:Not reported / V2:Not reported / V3:Not reported / V4:Not reported ,V1: Not reported / V2: Not reported / V3: Not reported / V4: Not reported ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car / V3:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V4:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Not reported,Not reported,Not Reported,,70 ALEXANDER STREET,,,,,235429.4287,896287.1173
3730581,BOSTON,22-Oct-2013,5:55 AM,Property damage only (none injured),3,0,0,"Sideswipe, same direction",V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic / V3:Turning left,V1:Westbound / V2:Westbound / V3:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car / V3:Truck/trailer,Dry,Dark - lighted roadway,Clear,DARTMOUTH STREET / STUART STREET,,,,,,234897.9845,899841.1876
3620356,BOSTON,22-Oct-2013,7:43 AM,Property damage only (none injured),3,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic / V3:Travelling straight ahead,V1:Eastbound / V2:Eastbound / V3:Not reported ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car / V3:Passenger car,Dry,Daylight,Clear,,Rte 90 E / UNKNOWN,,,,,235750.5848,899752.0839
3632275,BOSTON,22-Oct-2013,8:02 AM,Property damage only (none injured),2,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Travelling straight ahead,V1:Westbound / V2:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Cloudy,,Rte 90 W / UNKNOWN,,,,,233849.5805,899785.5734
3623230,BOSTON,22-Oct-2013,8:57 AM,Non-fatal injury,2,1,0,Angle,V1: Turning left / V2:Slowing or stopped in traffic,V1:Southbound / V2:Southbound ,"V1: Collision with cyclist (bicycle, tricycle, unicycle, pedal car) / V2: Collision with cyclist (bicycle, tricycle, unicycle, pedal car) ","V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Not Reported,,CHARLES RIVER DAM ROAD Rte 28 S,,,1 SCIENCE PARK MUSEUM OF SCIENCE,"P3:Pedalcyclist (bicycle, tricycle, unicycle, pedal car)",235452.4295,901961.0241
